Age,Country,Directors,Disney+,F1,Genres,Hulu,ID,IMDb,Language,Netflix,Prime Video,Rotten Tomatoes,Runtime,Title,Type,Year,budget,genre,inflation_adjusted_gross,movie_title,mpaa_rating,profit %,profit,release_date,revenue,title,total_gross
,,,,,,,,,,,,,,,,,,Drama,41826566,Boys,PG-13,,,10-05-1996,,,21930418
,,,,,,,,,,,,,,,,,,Drama,111792852,Jack,PG-13,,,09-08-1996,,,58617334
,,,,,,,,,,,,,,,,,,Drama,1085093,Prefontaine,PG-13,,,24-01-1997,,,590817
,,,,,,,,,,,,,,,,,,Drama,10236836,Kundun,PG-13,,,25-12-1997,,,5686694
,,,,,,,,,,,,,,,,,,Drama,135497531,The Horse Whisperer,PG-13,,,15-05-1998,,,75383563
,,,,,,,,,,,,,,,,,,Drama,94139530,A Civil Action,PG-13,,,25-12-1998,,,56709981
,,,,,,,,,,,,,,,,,,Drama,95070168,Coyote Ugly,PG-13,,,04-08-2000,,,60786269
,,,,,,,,,,,,,,,,,,Drama,25214223,crazy/beautiful,PG-13,,,29-06-2001,,,16929123
,,,,,,,,,,,,,,,,,,Drama,78682079,The Count of Monte Cristo,PG-13,,,25-01-2002,,,54228104
,,,,,,,,,,,,,,,,,,Drama,9909094,Moonlight Mile,PG-13,,,27-09-2002,,,6830957
,,,,,,,,,,,,,,,,,,Drama,22044113,Annapolis,PG-13,,,27-01-2006,,,17127992
,,,,,,,,,,,,,,,,,,Drama,84078780,Step Up,PG-13,,,11-08-2006,,,65328121
,,,,,,,,,,,,,,,,,,Drama,68118371,Step Up 2 the Streets,PG-13,,,14-02-2008,,,58017783
,,,,,,,,,,,,,,,,,,Drama,264247,Goal! 2: Living the Dream...,PG-13,,,29-08-2008,,,225067
,,,,,,,,,,,,,,,,,,Drama,45302137,Step Up 3D,PG-13,,,06-08-2010,,,42400223
,,,,,,,,,,,,,,,,,,Drama,180404976,The Help,PG-13,,,10-08-2011,,,169705587
,,,,,,,,,,,,,,,,,,Drama,84762149,War Horse,PG-13,,,25-12-2011,,,79883359
,,,,,,,,,,,,,,,,,,Drama,13165822,People Like Us,PG-13,,,29-06-2012,,,12431792
,,,,,,,,,,,,,,,,,,Drama,192122330,Lincoln,PG-13,,,09-11-2012,,,182207973
,,,,,,,,,,,,,,,,,,Drama,5367415,Kaze Tachinu,PG-13,,,08-11-2013,,,5201879
,,,,,,,,,,,,,,,,,,Drama,86249969,Saving Mr. Banks,PG-13,,,13-12-2013,,,83299761
,,,,,,,,,,,,,,,,,,Drama,12545979,The Light Between Oceans,PG-13,,,02-09-2016,,,12545979
,,,,,,,,,,,,,,,,,,Horror,29712825,Stay Alive,PG-13,,,24-03-2006,,,23086480
,,,,,,,,,,,,,,,,,,Musical,11468231,Swing Kids,PG-13,,,05-03-1993,,,5632086
,,,,,,,,,,,,,,,,,,Romantic Comedy,59679131,Green Card,PG-13,,,25-12-1990,,,29804169
,,,,,,,,,,,,,,,,,,Romantic Comedy,15970955,Aspen Extreme,PG-13,,,22-01-1993,,,7843388
,,,,,,,,,,,,,,,,,,Romantic Comedy,9857435,Miami Rhapsody,PG-13,,,27-01-1995,,,5086578
,,,,,,,,,,,,,,,,,,Romantic Comedy,24422334,Mr. Wrong,PG-13,,,16-02-1996,,,12805071
,,,,,,,,,,,,,,,,,,Romantic Comedy,2057055,Two Much,PG-13,,,15-03-1996,,,1078555
,,,,,,,,,,,,,,,,,,Romantic Comedy,133620516,"Six Days, Seven Nights",PG-13,,,12-06-1998,,,74339294
,,,,,,,,,,,,,,,,,,Romantic Comedy,46145331,The Other Sister,PG-13,,,26-02-1999,,,27807627
,,,,,,,,,,,,,,,,,,Romantic Comedy,63354375,Ten Things I Hate About You,PG-13,,,31-03-1999,,,38177966
,,,,,,,,,,,,,,,,,,Romantic Comedy,57925202,Keeping the Faith,PG-13,,,14-04-2000,,,37036404
,,,,,,,,,,,,,,,,,,Romantic Comedy,58350234,Dan in Real Life,PG-13,,,20-10-2007,,,47642963
,,,,,,,,,,,,,,,,,,Romantic Comedy,184288829,The Proposal,PG-13,,,19-06-2009,,,163958031
,,,,,,,,,,,,,,,,,,Romantic Comedy,34917330,When in Rome,PG-13,,,29-01-2010,,,32680633
,,,,,,,,,,,,,,,,,,Thriller/Suspense,106290270,Arachnophobia,PG-13,,,18-07-1990,,,53208180
,,,,,,,,,,,,,,,,,,Thriller/Suspense,57544453,Deceived,PG-13,,,27-09-1991,,,28738096
,,,,,,,,,,,,,,,,,,Thriller/Suspense,485424724,The Sixth Sense,PG-13,,,06-08-1999,,,293506292
,,,,,,,,,,,,,,,,,,Thriller/Suspense,148208901,Unbreakable,PG-13,,,22-11-2000,,,94999143
,,,,,,,,,,,,,,,,,,Thriller/Suspense,330754439,Signs,PG-13,,,02-08-2002,,,227965690
,,,,,,,,,,,,,,,,,,Thriller/Suspense,73793522,The Recruit,PG-13,,,31-01-2003,,,52784696
,,,,,,,,,,,,,,,,,,Thriller/Suspense,155021748,The Village,PG-13,,,30-07-2004,,,114197520
,,,,,,,,,,,,,,,,,,Thriller/Suspense,33500491,Dark Water,PG-13,,,08-07-2005,,,25473093
,,,,,,,,,,,,,,,,,,Thriller/Suspense,117960425,Flightplan,PG-13,,,23-09-2005,,,89706988
,,,,,,,,,,,,,,,,,,Thriller/Suspense,68289913,The Prestige,PG-13,,,20-10-2006,,,53089891
,,,,,,,,,,,,,,,,,,Thriller/Suspense,82267038,Déjà Vu,PG-13,,,22-11-2006,,,64038616
,,,,,,,,,,,,,,,,,,Thriller/Suspense,25202168,The Invisible,PG-13,,,27-04-2007,,,20568319
,,,,,,,,,,,,,,,,,,Thriller/Suspense,72313754,Bridge of Spies,PG-13,,,16-10-2015,,,72313754
,,,,,,,,,,,,,,,,,,Western,89042541,Shanghai Noon,PG-13,,,26-05-2000,,,56932305
,,,,,,,,,,,,,,,,,,Western,91340921,Hidalgo,PG-13,,,05-03-2004,,,67286731
,,,,,,,,,,,,,,,,,,Western,30416359,The Alamo,PG-13,,,09-04-2004,,,22406362
,,,,,,,,,,,,,,,,,,Western,92597388,The Lone Ranger,PG-13,,,02-07-2013,,,89302115
,,,,,,,,,,,,,,,,,,,9156084,Bound by Honor,R,,,16-04-1993,,,4496583
,,,,,,,,,,,,,,,,,,,5170709,Red Rock West,R,,,28-01-1994,,,2502551
,,,,,,,,,,,,,,,,,,,65543,The War at Home,R,,,20-11-1996,,,34368
,,,,,,,,,,,,,,,,,,,337782,High Heels and Low Lifes,R,,,26-10-2001,,,226792
,,,,,,,,,,,,,,,,,,Action,22580472,One Good Cop,R,,,03-05-1991,,,11276846
,,,,,,,,,,,,,,,,,,Action,46919256,The Program,R,,,24-09-1993,,,23042200
,,,,,,,,,,,,,,,,,,Action,60321919,A Low Down Dirty Shame,R,,,23-11-1994,,,29317886
,,,,,,,,,,,,,,,,,,Action,177102077,Crimson Tide,R,,,12-05-1995,,,91387195
,,,,,,,,,,,,,,,,,,Action,67222776,Judge Dredd,R,,,30-06-1995,,,34687912
,,,,,,,,,,,,,,,,,,Action,255702705,The Rock,R,,,07-06-1996,,,134069511
,,,,,,,,,,,,,,,,,,Action,259807820,Ransom,R,,,08-11-1996,,,136492681
,,,,,,,,,,,,,,,,,,Action,58804106,Metro,R,,,17-01-1997,,,32017895
,,,,,,,,,,,,,,,,,,Action,185712664,Con Air,R,,,06-06-1997,,,101117573
,,,,,,,,,,,,,,,,,,Action,20136775,Deep Rising,R,,,30-01-1998,,,11203026
,,,,,,,,,,,,,,,,,,Action,198472008,Enemy of the State,R,,,20-11-1998,,,111549836
,,,,,,,,,,,,,,,,,,Action,54262148,The 13th Warrior,R,,,27-08-1999,,,32698899
,,,,,,,,,,,,,,,,,,Adventure,73914543,Alive,R,,,15-01-1993,,,36299670
,,,,,,,,,,,,,,,,,,Adventure,64959548,Apocalypto,R,,,08-12-2006,,,50866635
,,,,,,,,,,,,,,,,,,Adventure,12985302,Primeval,R,,,12-01-2007,,,10597734
,,,,,,,,,,,,,,,,,,Black Comedy,51579764,Grosse Pointe Blank,R,,,11-04-1997,,,28084357
,,,,,,,,,,,,,,,,,,Black Comedy,28392518,Rushmore,R,,,11-12-1998,,,17105219
,,,,,,,,,,,,,,,,,,Black Comedy,76758193,The Royal Tenenbaums,R,,,14-12-2001,,,52353636
,,,,,,,,,,,,,,,,,,Comedy,141183693,Down and Out in Beverly Hills,R,,,31-01-1986,,,62134225
,,,,,,,,,,,,,,,,,,Comedy,162748712,Ruthless People,R,,,27-06-1986,,,71624879
,,,,,,,,,,,,,,,,,,Comedy,113976921,Outrageous Fortune,R,,,30-01-1987,,,52864741
,,,,,,,,,,,,,,,,,,Comedy,141592160,Stakeout,R,,,05-08-1987,,,65673233
,,,,,,,,,,,,,,,,,,Comedy,254414837,Good Morning Vietnam,R,,,23-12-1987,,,123922370
,,,,,,,,,,,,,,,,,,Comedy,39433357,Betsy's Wedding,R,,,22-06-1990,,,19740070
,,,,,,,,,,,,,,,,,,Comedy,39963460,Taking Care of Business,R,,,17-08-1990,,,20005435
,,,,,,,,,,,,,,,,,,Comedy,94349900,The Distinguished Gentleman,R,,,04-12-1992,,,46434570
,,,,,,,,,,,,,,,,,,Comedy,29968953,Indian Summer,R,,,23-04-1993,,,14717851
,,,,,,,,,,,,,,,,,,Comedy,2127496,Money for Nothing,R,,,10-09-1993,,,1044824
,,,,,,,,,,,,,,,,,,Comedy,19116981,Angie,R,,,04-03-1994,,,9252349
,,,,,,,,,,,,,,,,,,Comedy,23401275,The Ref,R,,,09-03-1994,,,11325885
,,,,,,,,,,,,,,,,,,Comedy,18316030,The Inkwell,R,,,22-04-1994,,,8864699
,,,,,,,,,,,,,,,,,,Comedy,12042634,Ed Wood,R,,,30-09-1994,,,5828466
,,,,,,,,,,,,,,,,,,Comedy,14641561,The Jerky Boys,R,,,03-02-1995,,,7555256
,,,,,,,,,,,,,,,,,,Comedy,1025425,Funny Bones,R,,,31-03-1995,,,529135
,,,,,,,,,,,,,,,,,,Comedy,53693680,Romy and Michele's High School Reunion,R,,,25-04-1997,,,29235353
,,,,,,,,,,,,,,,,,,Comedy,81692095,Nothing To Lose,R,,,18-07-1997,,,44480039
,,,,,,,,,,,,,,,,,,Comedy,82277,An Alan Smithee Film: Burn Hollywood …,R,,,27-02-1998,,,45779
,,,,,,,,,,,,,,,,,,Comedy,295851,Breakfast of Champions,R,,,17-09-1999,,,178287
,,,,,,,,,,,,,,,,,,Comedy,7566363,Mumford,R,,,24-09-1999,,,4559569
,,,,,,,,,,,,,,,,,,Comedy,14755189,"Mystery, Alaska",R,,,01-10-1999,,,8891623
,,,,,,,,,,,,,,,,,,Comedy,106921374,Deuce Bigalow: Male Gigolo,R,,,10-12-1999,,,65535067
,,,,,,,,,,,,,,,,,,Comedy,13180524,Play it to the Bone,R,,,24-12-1999,,,8427204
,,,,,,,,,,,,,,,,,,Comedy,2562155,Gun Shy,R,,,04-02-2000,,,1638202
,,,,,,,,,,,,,,,,,,Comedy,42661516,High Fidelity,R,,,31-03-2000,,,27277055
,,,,,,,,,,,,,,,,,,Comedy,14797862,Sorority Boys,R,,,22-03-2002,,,10198766
,,,,,,,,,,,,,,,,,,Comedy,53881593,The Ladykillers,R,,,26-03-2004,,,39692139
,,,,,,,,,,,,,,,,,,Comedy,629502,The Last Shot,R,,,24-09-2004,,,463730
,,,,,,,,,,,,,,,,,,Comedy,32198655,The Life Aquatic with Steve Zissou,R,,,10-12-2004,,,24006726
,,,,,,,,,,,,,,,,,,Drama,117957323,The Color of Money,R,,,17-10-1986,,,52293000
,,,,,,,,,,,,,,,,,,Drama,160442289,Cocktail,R,,,29-07-1988,,,78222753
,,,,,,,,,,,,,,,,,,Drama,40983414,An Innocent Man,R,,,06-10-1989,,,19397847
,,,,,,,,,,,,,,,,,,Drama,39884640,Blaze,R,,,13-12-1989,,,19049727
,,,,,,,,,,,,,,,,,,Drama,31167691,Billy Bathgate,R,,,01-11-1991,,,15565363
,,,,,,,,,,,,,,,,,,Drama,43859823,Consenting Adults,R,,,16-10-1992,,,21591728
,,,,,,,,,,,,,,,,,,Drama,79618610,What's Love Got to Do With It,R,,,09-06-1993,,,39100956
,,,,,,,,,,,,,,,,,,Drama,66768171,The Joy Luck Club,R,,,08-09-1993,,,32790064
,,,,,,,,,,,,,,,,,,Drama,103354194,When a Man Loves a Woman,R,,,29-04-1994,,,50021959
,,,,,,,,,,,,,,,,,,Drama,164552293,Dangerous Minds,R,,,11-08-1995,,,84919401
,,,,,,,,,,,,,,,,,,Drama,46741467,Dead Presidents,R,,,04-10-1995,,,24120194
,,,,,,,,,,,,,,,,,,Drama,568342,Feast of July,R,,,13-10-1995,,,293274
,,,,,,,,,,,,,,,,,,Drama,20075033,The Scarlet Letter,R,,,13-10-1995,,,10359006
,,,,,,,,,,,,,,,,,,Drama,26302005,Nixon,R,,,20-12-1995,,,13668249
,,,,,,,,,,,,,,,,,,Drama,11171714,Last Dance,R,,,03-05-1996,,,5857534
,,,,,,,,,,,,,,,,,,Drama,88467531,G.I. Jane,R,,,22-08-1997,,,48169156
,,,,,,,,,,,,,,,,,,Drama,14561324,A Thousand Acres,R,,,19-09-1997,,,7928412
,,,,,,,,,,,,,,,,,,Drama,38766948,He Got Game,R,,,01-05-1998,,,21567853
,,,,,,,,,,,,,,,,,,Drama,1409943,Firelight,R,,,04-09-1998,,,784419
,,,,,,,,,,,,,,,,,,Drama,41062682,Beloved,R,,,16-10-1998,,,22852487
,,,,,,,,,,,,,,,,,,Drama,56595842,Instinct,R,,,04-06-1999,,,34105207
,,,,,,,,,,,,,,,,,,Drama,32007656,Summer of Sam,R,,,02-07-1999,,,19288130
,,,,,,,,,,,,,,,,,,Drama,47794214,The Insider,R,,,05-11-1999,,,28965197
,,,,,,,,,,,,,,,,,,Drama,4609153,Cradle Will Rock,R,,,08-12-1999,,,2899970
,,,,,,,,,,,,,,,,,,Drama,7404372,Duets,R,,,15-09-2000,,,4734235
,,,,,,,,,,,,,,,,,,Drama,18325463,25th Hour,R,,,19-12-2002,,,13084595
,,,,,,,,,,,,,,,,,,Drama,2194759,Veronica Guerin,R,,,17-10-2003,,,1569918
,,,,,,,,,,,,,,,,,,Drama,13519621,Shopgirl,R,,,21-10-2005,,,10284523
,,,,,,,,,,,,,,,,,,Drama,14574087,Casanova,R,,,25-12-2005,,,11304403
,,,,,,,,,,,,,,,,,,Drama,5637048,The Lookout,R,,,30-03-2007,,,4600585
,,,,,,,,,,,,,,,,,,Drama,8779196,The Hoax,R,,,06-04-2007,,,7164995
,,,,,,,,,,,,,,,,,,Drama,9295171,Miracle at St. Anna,R,,,26-09-2008,,,7916887
,,,,,,,,,,,,,,,,,,Drama,3374251,The Fifth Estate,R,,,18-10-2013,,,3254172
,,,,,,,,,,,,,,,,,,Horror,9907922,Innocent Blood,R,,,25-09-1992,,,4877567
,,,,,,,,,,,,,,,,,,Horror,17727017,The Puppet Masters,R,,,21-10-1994,,,8579626
,,,,,,,,,,,,,,,,,,Horror,48546161,An American Werewolf in Paris,R,,,25-12-1997,,,26570463
,,,,,,,,,,,,,,,,,,Horror,19452402,Fright Night,R,,,19-08-2011,,,18298649
,,,,,,,,,,,,,,,,,,Romantic Comedy,356389765,Pretty Woman,R,,,23-03-1990,,,178406268
,,,,,,,,,,,,,,,,,,Romantic Comedy,24939118,The Marrying Man,R,,,05-04-1991,,,12454768
,,,,,,,,,,,,,,,,,,Thriller/Suspense,178831137,The Hand That Rocks the Cradle,R,,,10-01-1992,,,88036683
,,,,,,,,,,,,,,,,,,Thriller/Suspense,46064723,Guilty as Sin,R,,,04-06-1993,,,22622537
,,,,,,,,,,,,,,,,,,Thriller/Suspense,40804816,Color of Night,R,,,19-08-1994,,,19750470
,,,,,,,,,,,,,,,,,,Thriller/Suspense,6829092,Bad Company,R,,,20-01-1995,,,3523909
,,,,,,,,,,,,,,,,,,Thriller/Suspense,11167895,The Tie That Binds,R,,,08-09-1995,,,5762795
,,,,,,,,,,,,,,,,,,Thriller/Suspense,16284619,The Rich Man's Wife,R,,,13-09-1996,,,8538318
,,,,,,,,,,,,,,,,,,Thriller/Suspense,3957025,Shadow Conspiracy,R,,,31-01-1997,,,2154540
,,,,,,,,,,,,,,,,,,Thriller/Suspense,7652965,Playing God,R,,,17-10-1997,,,4166918
,,,,,,,,,,,,,,,,,,Thriller/Suspense,29895090,Cold Creek Manor,R,,,19-09-2003,,,21384035
,,,,,,,,,,,,,,,,,,Western,115781734,Tombstone,R,,,25-12-1993,,,56505065
,,,,,,,,,,,,,,,,,,Western,81547672,Open Range,R,,,15-08-2003,,,58331254
all,"United States,Australia","Andrew Stanton,Lee Unkrich",1,16220,"Animation,Adventure,Comedy,Family",0,16221,8.1,English,0,0,0.99,100,Finding Nemo,0,2003,94000000,Adventure,518148559,Finding Nemo,G,404.818478723,286529370,30-05-2003,380529370,Finding Nemo,380529370
all,United States,"Pete Docter,David Silverman,Lee Unkrich",1,16223,"Animation,Adventure,Comedy,Family,Fantasy",0,16224,8,English,0,0,0.96,92,"Monsters, Inc.",0,2001,115000000,Adventure,416073179,"Monsters, Inc.",G,251.672543478,174423425,02-11-2001,289423425,"Monsters, Inc.",289423425
all,United States,Lee Unkrich,1,16222,"Animation,Adventure,Comedy,Family,Fantasy",0,16223,8.3,"English,Spanish",0,0,0.98,103,Toy Story 3,0,2010,200000000,Adventure,443408255,Toy Story 3,G,207.50244,215004880,18-06-2010,415004880,Toy Story 3,415004880
all,"United States,United Kingdom",Jon Favreau,1,16214,"Animation,Adventure,Drama,Family,Musical",0,16215,8.5,"English,Xhosa,Zulu,French,Spanish",0,0,0.93,118,The Lion King,0,1994,260000000,Adventure,761640898,The Lion King,G,162.607746154,162780140,15-06-1994,422780140,The Lion King,422780140
all,United States,"Brad Bird,Jan Pinkava",1,16230,"Animation,Adventure,Comedy,Drama,Family,Fantasy",0,16231,8,"English,French",0,0,0.96,111,Ratatouille,0,2007,150000000,Comedy,252955933,Ratatouille,G,137.630436,56445654,29-06-2007,206445654,Ratatouille,206445654
all,United States,Guy Ritchie,1,16232,"Adventure,Family,Fantasy,Musical,Romance",0,16233,8,"English,Arabic",0,0,0.95,128,Aladdin,0,1992,183000000,Comedy,441969178,Aladdin,G,118.770611475,34350219,11-11-1992,217350219,Aladdin,217350219
all,"United Kingdom,United States",Jon Favreau,1,16264,"Adventure,Drama,Family,Fantasy",0,16265,7.6,English,0,0,0.87,106,The Jungle Book,0,1967,177000000,Musical,789612346,The Jungle Book,Not Rated,205.650351977,187001123,18-10-1967,364001123,The Jungle Book,141843000
7+,United States,"Pete Docter,Bob Peterson",1,16218,"Animation,Adventure,Comedy,Family",0,16219,8.2,English,0,0,0.98,96,Up,0,2009,175000000,Adventure,329336681,Up,PG,167.430950857,118004164,29-05-2009,293004164,Up,293004164
7+,United States,"Andrew Stanton,Angus MacLane",1,16252,"Animation,Adventure,Comedy,Family",0,16253,7.3,"English,Indonesian",0,0,0.94,97,Finding Dory,0,2016,200000000,Adventure,486295561,Finding Dory,PG,243.1477805,286295561,17-06-2016,486295561,Finding Dory,486295561
all,"United Kingdom,United States",Jon Favreau,1,16264,"Adventure,Drama,Family,Fantasy",0,16265,7.6,English,0,0,0.87,106,The Jungle Book,0,1967,177000000,Adventure,88930321,The Jungle Book,PG,205.650351977,187001123,25-12-1994,364001123,The Jungle Book,44342956
all,"United Kingdom,United States",Jon Favreau,1,16264,"Adventure,Drama,Family,Fantasy",0,16265,7.6,English,0,0,0.87,106,The Jungle Book,0,1967,177000000,Adventure,364001123,The Jungle Book,PG,205.650351977,187001123,15-04-2016,364001123,The Jungle Book,364001123
13+,United States,Shane Black,1,16255,"Action,Adventure,Sci-Fi",0,16256,7.2,English,0,0,0.79,130,Iron Man 3,0,2013,200000000,Action,424084233,Iron Man 3,PG-13,204.496136,208992272,03-05-2013,408992272,Iron Man 3,408992272
13+,United States,Joss Whedon,1,16250,"Action,Adventure,Sci-Fi",0,16251,7.3,"English,Korean",0,0,0.75,141,Avengers: Age of Ultron,0,2015,365000000,Action,459005868,Avengers: Age of Ultron,PG-13,125.755032329,94005868,01-05-2015,459005868,Avengers: Age of Ultron,459005868
13+,United States,James Gunn,1,16219,"Action,Adventure,Comedy,Sci-Fi",0,16220,8,English,0,0,0.91,121,Guardians of the Galaxy,0,2014,232300000,Adventure,343771168,Guardians of the Galaxy,PG-13,143.423207921,100872112,01-08-2014,333172112,Guardians of the Galaxy,333172112
13+,United States,Gareth Edwards,1,16240,"Action,Adventure,Sci-Fi",0,16241,7.8,English,0,0,0.84,133,Rogue One: A Star Wars Story,0,2016,265000000,Adventure,529483936,Rogue One: A Star Wars Story,PG-13,199.805258868,264483936,16-12-2016,529483936,Rogue One: A Star Wars Story,529483936
13+,United States,Joss Whedon,1,4438,"Action,Adventure,Sci-Fi",0,4439,8,"English,Russian,Hindi",0,1,0.92,143,The Avengers,0,2012,220000000,Action,660081224,The Avengers,PG-13,283.308885,403279547,04-05-2012,623279547,The Avengers,623279547
